GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC39,HC02_EST_VC40,HC02_EST_VC41,HC02_EST_VC42,HC02_EST_VC43,HC02_EST_VC46,HC02_EST_VC47,HC02_EST_VC48,HC02_EST_VC49,HC02_EST_VC52,HC02_EST_VC53,HC02_EST_VC56,HC02_EST_VC57
1400000US37023020100,37023020100,"Census Tract 201, Burke County, North Carolina",289,13.1,36,39.8,11.1,148,67.6,100,8,289,16.3,289,17.6
1400000US37023020201,37023020201,"Census Tract 202.01, Burke County, North Carolina",265,4.9,5.3,53.2,36.6,158,75.3,119,10.9,265,7.5,265,20.4
1400000US37023020202,37023020202,"Census Tract 202.02, Burke County, North Carolina",298,3.4,22.8,39.6,34.2,175,88.6,155,0,298,0,298,17.4
1400000US37023020301,37023020301,"Census Tract 203.01, Burke County, North Carolina",495,14.5,23,54.1,8.3,270,88.9,240,14.2,495,6.3,495,38.4
1400000US37023020302,37023020302,"Census Tract 203.02, Burke County, North Carolina",520,9.6,22.3,33.1,35,265,93.6,248,0,520,0,520,31
1400000US37023020500,37023020500,"Census Tract 205, Burke County, North Carolina",198,11.1,34.3,30.8,23.7,112,83.9,94,0,198,12.6,198,33.8
1400000US37023020600,37023020600,"Census Tract 206, Burke County, North Carolina",438,31.5,19.9,21.7,26.9,257,35.8,92,0,427,19.7,427,50.4
1400000US37023020801,37023020801,"Census Tract 208.01, Burke County, North Carolina",340,20.6,28.8,31.2,19.4,135,71.9,97,0,334,0,334,32.6
1400000US37023020802,37023020802,"Census Tract 208.02, Burke County, North Carolina",240,1.7,22.9,43.3,32.1,114,63.2,72,27.8,226,21.2,226,29.2
1400000US37023020900,37023020900,"Census Tract 209, Burke County, North Carolina",580,17.1,17.6,30.2,35.2,210,93.8,197,3,613,3.4,613,32.5
1400000US37023021000,37023021000,"Census Tract 210, Burke County, North Carolina",291,32,22,45,1,128,76.6,98,13.3,291,9.6,291,45
1400000US37023021100,37023021100,"Census Tract 211, Burke County, North Carolina",353,24.6,39.9,32,3.4,164,86.6,142,43,353,11,353,26.6
1400000US37023021201,37023021201,"Census Tract 212.01, Burke County, North Carolina",391,30.4,25.3,36.3,7.9,185,69.7,129,8.5,391,12,391,26.3
1400000US37023021202,37023021202,"Census Tract 212.02, Burke County, North Carolina",271,42.1,13.3,40.6,4.1,133,70.7,94,0,271,17.7,271,44.6
1400000US37023021203,37023021203,"Census Tract 212.03, Burke County, North Carolina",380,11.1,38.4,42.4,8.2,296,72.3,214,0,380,16.3,380,31.8
1400000US37023021301,37023021301,"Census Tract 213.01, Burke County, North Carolina",349,5.4,35.8,40.7,18.1,220,77.7,171,7,338,5.9,338,22.8
1400000US37023021302,37023021302,"Census Tract 213.02, Burke County, North Carolina",186,38.7,16.1,38.2,7,98,61.2,60,20,186,3.2,186,33.9
1400000US37023021400,37023021400,"Census Tract 214, Burke County, North Carolina",461,9.1,31,42.3,17.6,299,67.2,201,0,457,12.7,457,46.6
1400000US37025040500,37025040500,"Census Tract 405, Cabarrus County, North Carolina",853,15,25.1,48.4,11.5,504,91.1,459,10.7,853,0,853,24.4
1400000US37025040600,37025040600,"Census Tract 406, Cabarrus County, North Carolina",459,11.1,25.1,60.3,3.5,253,77.1,195,0,459,4.6,459,22.2
1400000US37025040701,37025040701,"Census Tract 407.01, Cabarrus County, North Carolina",78,16.7,50,19.2,14.1,33,100,33,0,78,0,78,20.5
1400000US37025040702,37025040702,"Census Tract 407.02, Cabarrus County, North Carolina",605,13.1,26.8,51.7,8.4,419,78.5,329,19.1,605,8.6,605,22.5
1400000US37025040703,37025040703,"Census Tract 407.03, Cabarrus County, North Carolina",270,15.6,36.7,40.4,7.4,130,83.1,108,0,254,10.6,254,32.3
1400000US37025040800,37025040800,"Census Tract 408, Cabarrus County, North Carolina",282,13.1,22.7,35.8,28.4,173,72.8,126,15.9,282,8.5,282,29.4
1400000US37025040900,37025040900,"Census Tract 409, Cabarrus County, North Carolina",126,15.1,11.1,58.7,15.1,74,78.4,58,0,126,3.2,126,8.7
1400000US37025041000,37025041000,"Census Tract 410, Cabarrus County, North Carolina",315,22.2,20,44.4,13.3,142,86.6,123,0,315,9.2,315,9.8
1400000US37025041100,37025041100,"Census Tract 411, Cabarrus County, North Carolina",715,10.8,22.5,54.5,12.2,503,95.2,479,0,723,3.7,723,20.6
1400000US37025041200,37025041200,"Census Tract 412, Cabarrus County, North Carolina",375,11.7,25.9,28.8,33.6,234,85.9,201,0,375,8.8,375,21.6
1400000US37025041301,37025041301,"Census Tract 413.01, Cabarrus County, North Carolina",217,24.4,31.3,16.6,27.6,114,93.9,107,0,217,0,217,26.3
1400000US37025041302,37025041302,"Census Tract 413.02, Cabarrus County, North Carolina",452,0,20.4,38.1,41.6,401,86.8,348,12.1,498,0,498,6
1400000US37025041303,37025041303,"Census Tract 413.03, Cabarrus County, North Carolina",247,0,9.3,32.4,58.3,278,73.4,204,33.8,309,0,309,17.8
1400000US37025041501,37025041501,"Census Tract 415.01, Cabarrus County, North Carolina",736,2.3,30.3,39.4,28,476,87.8,418,6.7,736,0,736,21.1
1400000US37025041502,37025041502,"Census Tract 415.02, Cabarrus County, North Carolina",360,15,18.6,48.1,18.3,277,85.9,238,17.6,360,0,360,32.2
1400000US37025041503,37025041503,"Census Tract 415.03, Cabarrus County, North Carolina",270,0,60,32.2,7.8,210,91.9,193,3.1,270,0,270,7.4
1400000US37025041601,37025041601,"Census Tract 416.01, Cabarrus County, North Carolina",548,7.1,46.5,41.1,5.3,359,88.6,318,4.7,548,0,548,21.7
1400000US37025041602,37025041602,"Census Tract 416.02, Cabarrus County, North Carolina",221,20.8,33.5,35.3,10.4,128,90.6,116,11.2,221,7.2,221,16.3
1400000US37025041701,37025041701,"Census Tract 417.01, Cabarrus County, North Carolina",212,9.4,50.5,36.8,3.3,139,72.7,101,5,211,1.4,211,17.1
1400000US37025041702,37025041702,"Census Tract 417.02, Cabarrus County, North Carolina",291,21.6,35.7,34.4,8.2,138,63.8,88,38.6,308,10.1,308,36.7
1400000US37025041901,37025041901,"Census Tract 419.01, Cabarrus County, North Carolina",106,3.8,31.1,54.7,10.4,64,75,48,54.2,106,6.6,106,46.2
1400000US37025041902,37025041902,"Census Tract 419.02, Cabarrus County, North Carolina",273,7.7,15.4,51.3,25.6,204,76.5,156,21.8,273,9.5,273,21.2
1400000US37025042000,37025042000,"Census Tract 420, Cabarrus County, North Carolina",277,20.9,34.7,44.4,0,186,91.4,170,18.8,277,1.1,277,30.3
1400000US37025042101,37025042101,"Census Tract 421.01, Cabarrus County, North Carolina",82,0,47.6,30.5,22,74,90.5,67,20.9,82,0,82,0
1400000US37025042102,37025042102,"Census Tract 421.02, Cabarrus County, North Carolina",197,7.6,30.5,57.4,4.6,158,82.9,131,45,204,8.8,204,10.3
1400000US37025042200,37025042200,"Census Tract 422, Cabarrus County, North Carolina",408,2.7,22.1,44.4,30.9,200,71,142,0,408,0,408,46.8
1400000US37025042300,37025042300,"Census Tract 423, Cabarrus County, North Carolina",397,22.4,20.2,36,21.4,175,69.7,122,7.4,380,13.2,380,36.3
1400000US37025042401,37025042401,"Census Tract 424.01, Cabarrus County, North Carolina",305,7.2,22,41.6,29.2,117,75.2,88,9.1,296,2.7,296,23.6
1400000US37025042402,37025042402,"Census Tract 424.02, Cabarrus County, North Carolina",197,18.8,13.7,67.5,0,141,88.7,125,11.2,205,2.9,205,25.4
1400000US37025042501,37025042501,"Census Tract 425.01, Cabarrus County, North Carolina",348,10.3,25.6,30.7,33.3,173,92.5,160,0,348,3.2,348,14.7
1400000US37025042502,37025042502,"Census Tract 425.02, Cabarrus County, North Carolina",154,6.5,67.5,26,0,81,100,81,22.2,154,0,154,11.7
1400000US37025042503,37025042503,"Census Tract 425.03, Cabarrus County, North Carolina",251,0,37.1,51,12,195,96.9,189,10.1,251,0,251,14.7
1400000US37025042504,37025042504,"Census Tract 425.04, Cabarrus County, North Carolina",119,0,20.2,52.1,27.7,65,100,65,0,119,0,119,15.1
1400000US37025042601,37025042601,"Census Tract 426.01, Cabarrus County, North Carolina",579,3.8,24.2,40.4,31.6,369,81.3,300,22,579,3.6,579,7.9
1400000US37025042602,37025042602,"Census Tract 426.02, Cabarrus County, North Carolina",407,3.7,37.8,51.4,7.1,293,100,293,22.9,407,10.8,407,12.8
1400000US37025042603,37025042603,"Census Tract 426.03, Cabarrus County, North Carolina",251,38.2,18.7,25.5,17.5,111,72.1,80,0,251,0,251,6.4
1400000US37025042604,37025042604,"Census Tract 426.04, Cabarrus County, North Carolina",213,1.4,18.8,79.8,0,102,94.1,96,26,208,14.9,208,17.8
1400000US37027030100,37027030100,"Census Tract 301, Caldwell County, North Carolina",451,3.8,38.1,40.6,17.5,305,91.5,279,11.8,450,16.9,450,35.6
1400000US37027030200,37027030200,"Census Tract 302, Caldwell County, North Carolina",205,6.3,34.6,44.9,14.1,96,41.7,40,0,200,19,200,45.5
1400000US37027030300,37027030300,"Census Tract 303, Caldwell County, North Carolina",255,22.7,31,32.2,14.1,158,79.7,126,11.9,248,6,248,33.1
1400000US37027030400,37027030400,"Census Tract 304, Caldwell County, North Carolina",183,51.9,26.2,21.9,0,67,56.7,38,0,183,3.8,183,58.5
1400000US37027030500,37027030500,"Census Tract 305, Caldwell County, North Carolina",414,13.8,20,43.7,22.5,170,68.8,117,0,414,11.6,414,39.9
1400000US37027030600,37027030600,"Census Tract 306, Caldwell County, North Carolina",440,9.3,41.1,40.5,9.1,173,69.4,120,3.3,440,2.5,440,24.3
1400000US37027030700,37027030700,"Census Tract 307, Caldwell County, North Carolina",552,23.4,27.4,40.8,8.5,219,66.7,146,18.5,552,7.2,552,48.4
1400000US37027030800,37027030800,"Census Tract 308, Caldwell County, North Carolina",573,28.4,24.8,38.6,8.2,343,60.1,206,22.8,576,7.8,576,20
1400000US37027030900,37027030900,"Census Tract 309, Caldwell County, North Carolina",249,10.4,29.7,40.2,19.7,149,30.2,45,0,249,9.6,249,50.2
1400000US37027031000,37027031000,"Census Tract 310, Caldwell County, North Carolina",179,24,25.7,44.1,6.1,138,70.3,97,0,201,9,201,32.8
1400000US37027031100,37027031100,"Census Tract 311, Caldwell County, North Carolina",338,13.9,30.8,42.6,12.7,171,75.4,129,20.2,338,14.5,338,27.8
1400000US37027031201,37027031201,"Census Tract 312.01, Caldwell County, North Carolina",345,7.5,56.8,14.8,20.9,163,76.7,125,21.6,345,15.7,345,19.1
1400000US37027031202,37027031202,"Census Tract 312.02, Caldwell County, North Carolina",292,3.1,44.5,43.2,9.2,222,64.4,143,25.9,292,5.8,292,19.9
1400000US37027031300,37027031300,"Census Tract 313, Caldwell County, North Carolina",586,6.5,24.7,45.4,23.4,324,81.5,264,7.2,586,0,586,20.5
1400000US37027031401,37027031401,"Census Tract 314.01, Caldwell County, North Carolina",106,0,0,100,0,41,100,41,41.5,106,0,106,0
1400000US37027031402,37027031402,"Census Tract 314.02, Caldwell County, North Carolina",263,22.4,44.5,23.2,9.9,146,85.6,125,8.8,258,0,258,20.2
1400000US37027031403,37027031403,"Census Tract 314.03, Caldwell County, North Carolina",146,32.2,19.9,47.9,0,88,88.6,78,21.8,146,3.4,146,52.7
1400000US37029950101,37029950101,"Census Tract 9501.01, Camden County, North Carolina",581,1.9,42.5,32.2,23.4,482,86.5,417,2.6,581,4.5,581,5.9
1400000US37029950102,37029950102,"Census Tract 9501.02, Camden County, North Carolina",506,9.1,13.4,55.7,21.7,273,72.5,198,0,506,0,506,38.7
1400000US37031970101,37031970101,"Census Tract 9701.01, Carteret County, North Carolina",193,8.8,36.8,46.6,7.8,97,53.6,52,30.8,150,22.7,150,26
1400000US37031970102,37031970102,"Census Tract 9701.02, Carteret County, North Carolina",278,7.6,30.2,28.8,33.5,135,46.7,63,14.3,278,4.7,278,34.5
1400000US37031970103,37031970103,"Census Tract 9701.03, Carteret County, North Carolina",249,10.4,41,32.9,15.7,156,54.5,85,0,282,4.3,282,44
1400000US37031970200,37031970200,"Census Tract 9702, Carteret County, North Carolina",102,28.4,53.9,13.7,3.9,57,68.4,39,33.3,115,14.8,115,35.7
1400000US37031970301,37031970301,"Census Tract 9703.01, Carteret County, North Carolina",526,7.6,30,52.1,10.3,316,74.1,234,8.1,526,3,526,40.3
1400000US37031970302,37031970302,"Census Tract 9703.02, Carteret County, North Carolina",121,8.3,12.4,54.5,24.8,52,76.9,40,0,121,9.1,121,11.6
1400000US37031970303,37031970303,"Census Tract 9703.03, Carteret County, North Carolina",89,0,23.6,36,40.4,49,59.2,29,0,86,0,86,54.7
1400000US37031970304,37031970304,"Census Tract 9703.04, Carteret County, North Carolina",223,6.3,7.6,48,38.1,116,69,80,0,225,4,225,31.1
1400000US37031970401,37031970401,"Census Tract 9704.01, Carteret County, North Carolina",153,0,35.9,46.4,17.6,97,82.5,80,58.8,146,34.9,146,19.2
1400000US37031970402,37031970402,"Census Tract 9704.02, Carteret County, North Carolina",258,0,23.6,68.2,8.1,198,60.1,119,15.1,258,50,258,35.3
1400000US37031970403,37031970403,"Census Tract 9704.03, Carteret County, North Carolina",116,0,6.9,63.8,29.3,21,28.6,6,0,105,0,105,46.7
1400000US37031970501,37031970501,"Census Tract 9705.01, Carteret County, North Carolina",164,0,23.8,43.9,32.3,124,75.8,94,0,164,0.6,164,14.6
1400000US37031970502,37031970502,"Census Tract 9705.02, Carteret County, North Carolina",183,4.9,33.3,43.7,18,89,100,89,6.7,183,0,183,27.3
1400000US37031970503,37031970503,"Census Tract 9705.03, Carteret County, North Carolina",365,6,12.3,51.8,29.9,204,63.2,129,0,382,1.6,382,46.6
1400000US37031970504,37031970504,"Census Tract 9705.04, Carteret County, North Carolina",150,0,22,55.3,22.7,130,43.1,56,0,163,8.6,163,22.7
1400000US37031970601,37031970601,"Census Tract 9706.01, Carteret County, North Carolina",157,5.1,36.9,12.7,45.2,95,88.4,84,17.9,157,3.2,157,30.6
1400000US37031970602,37031970602,"Census Tract 9706.02, Carteret County, North Carolina",210,0,31.9,61.9,6.2,123,87.8,108,0,210,0,210,32.4
1400000US37031970603,37031970603,"Census Tract 9706.03, Carteret County, North Carolina",229,11.4,30.1,35.4,23.1,173,65.3,113,9.7,233,5.6,233,42.9
1400000US37031970604,37031970604,"Census Tract 9706.04, Carteret County, North Carolina",257,3.1,19.8,34.6,42.4,51,52.9,27,0,257,4.7,257,23.3
1400000US37031970605,37031970605,"Census Tract 9706.05, Carteret County, North Carolina",236,2.1,15.7,47,35.2,137,66.4,91,0,236,0,236,16.9
1400000US37031970701,37031970701,"Census Tract 9707.01, Carteret County, North Carolina",183,0,37.2,45.9,16.9,129,86.8,112,0,183,0,183,18
1400000US37031970702,37031970702,"Census Tract 9707.02, Carteret County, North Carolina",560,5.7,29.8,47.9,16.6,420,77.1,324,0,560,2.7,560,25.4
1400000US37031970703,37031970703,"Census Tract 9707.03, Carteret County, North Carolina",752,3.1,42.2,52.4,2.4,639,79.3,507,12.8,799,2,799,27.5
1400000US37031970704,37031970704,"Census Tract 9707.04, Carteret County, North Carolina",215,8.8,49.8,34.9,6.5,117,72.6,85,0,215,2.8,215,21.4
1400000US37031970801,37031970801,"Census Tract 9708.01, Carteret County, North Carolina",278,0,23,43.2,33.8,140,84.3,118,0,284,2.1,284,30.6
1400000US37031970802,37031970802,"Census Tract 9708.02, Carteret County, North Carolina",228,5.7,32.5,34.2,27.6,112,92.9,104,19.2,228,1.3,228,43.4
1400000US37031970803,37031970803,"Census Tract 9708.03, Carteret County, North Carolina",307,8.8,11.4,48.2,31.6,154,72.7,112,20.5,307,6.8,307,34.2
1400000US37031970804,37031970804,"Census Tract 9708.04, Carteret County, North Carolina",522,0.2,19,57.9,23,338,79.3,268,17.5,522,0,522,24.7
1400000US37031970805,37031970805,"Census Tract 9708.05, Carteret County, North Carolina",204,7.8,15.2,52.5,24.5,179,74.9,134,11.2,219,12.3,219,22.4
1400000US37031970901,37031970901,"Census Tract 9709.01, Carteret County, North Carolina",203,0,9.9,29.6,60.6,103,95.1,98,0,203,0,203,2
1400000US37031970902,37031970902,"Census Tract 9709.02, Carteret County, North Carolina",176,0,38.6,26.7,34.7,84,19,16,0,176,0,176,51.7
1400000US37031970903,37031970903,"Census Tract 9709.03, Carteret County, North Carolina",196,0,17.3,50,32.7,47,53.2,25,24,196,3.1,196,26
1400000US37031971001,37031971001,"Census Tract 9710.01, Carteret County, North Carolina",51,0,33.3,0,66.7,40,100,40,0,51,11.8,51,41.2
1400000US37031971002,37031971002,"Census Tract 9710.02, Carteret County, North Carolina",292,0,21.2,23.6,55.1,80,57.5,46,0,292,7.2,292,24
1400000US37031971101,37031971101,"Census Tract 9711.01, Carteret County, North Carolina",329,18.2,37.4,30.1,14.3,221,73.3,162,0,329,3,329,26.7
1400000US37031971102,37031971102,"Census Tract 9711.02, Carteret County, North Carolina",81,0,7.4,67.9,24.7,23,100,23,0,81,9.9,81,56.8
1400000US37031980100,37031980100,"Census Tract 9801, Carteret County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37031990100,37031990100,"Census Tract 9901, Carteret County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37031990200,37031990200,"Census Tract 9902, Carteret County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37033930100,37033930100,"Census Tract 9301, Caswell County, North Carolina",115,12.2,36.5,49.6,1.7,85,15.3,13,38.5,115,20,115,70.4
1400000US37033930200,37033930200,"Census Tract 9302, Caswell County, North Carolina",359,19.8,35.4,25.1,19.8,163,50.3,82,0,291,2.1,291,36.8
1400000US37033930300,37033930300,"Census Tract 9303, Caswell County, North Carolina",358,30.4,15.1,45.8,8.7,209,70.3,147,14.3,358,3.9,358,29.3
1400000US37033930400,37033930400,"Census Tract 9304, Caswell County, North Carolina",137,13.9,53.3,11.7,21.2,78,26.9,21,0,135,0,135,44.4
1400000US37033930500,37033930500,"Census Tract 9305, Caswell County, North Carolina",182,22.5,23.1,49.5,4.9,125,60.8,76,9.2,182,13.2,182,22
1400000US37033930600,37033930600,"Census Tract 9306, Caswell County, North Carolina",266,19.9,32.7,39.1,8.3,184,85.3,157,17.2,290,3.1,290,28.6
1400000US37035010101,37035010101,"Census Tract 101.01, Catawba County, North Carolina",358,7,29.1,49.2,14.8,226,70.4,159,18.2,385,3.6,385,21.3
1400000US37035010102,37035010102,"Census Tract 101.02, Catawba County, North Carolina",332,8.4,32.8,34.3,24.4,133,88,117,9.4,332,4.8,332,22.6
1400000US37035010201,37035010201,"Census Tract 102.01, Catawba County, North Carolina",276,6.2,42.8,43.1,8,158,64.6,102,0,295,3.1,295,35.3
1400000US37035010202,37035010202,"Census Tract 102.02, Catawba County, North Carolina",680,10.6,41.2,18.7,29.6,413,88.1,364,13.7,676,7.2,676,28.1
1400000US37035010301,37035010301,"Census Tract 103.01, Catawba County, North Carolina",369,12.7,20.1,42.8,24.4,236,83.5,197,13.7,369,0.3,369,30.4
1400000US37035010302,37035010302,"Census Tract 103.02, Catawba County, North Carolina",374,4.5,9.1,43.9,42.5,181,72.9,132,6.8,400,6.3,400,34.8
1400000US37035010303,37035010303,"Census Tract 103.03, Catawba County, North Carolina",355,9.9,31,40.8,18.3,150,73.3,110,10.9,365,4.7,365,32.1
1400000US37035010304,37035010304,"Census Tract 103.04, Catawba County, North Carolina",210,17.1,22.4,49,11.4,95,100,95,40,210,4.8,210,13.3
1400000US37035010401,37035010401,"Census Tract 104.01, Catawba County, North Carolina",306,13.1,28.4,27.5,31,100,71,71,0,306,0,306,33.3
1400000US37035010402,37035010402,"Census Tract 104.02, Catawba County, North Carolina",262,5.3,9.9,68.7,16,172,89.5,154,0,270,5.6,270,15.6
1400000US37035010501,37035010501,"Census Tract 105.01, Catawba County, North Carolina",202,0,0.5,15.3,84.2,70,75.7,53,0,202,0,202,16.8
1400000US37035010502,37035010502,"Census Tract 105.02, Catawba County, North Carolina",300,2,20.7,48.7,28.7,201,78.6,158,9.5,300,5,300,19
1400000US37035010600,37035010600,"Census Tract 106, Catawba County, North Carolina",546,8.4,24.2,42.9,24.5,345,70.1,242,0,546,11,546,34.1
1400000US37035010700,37035010700,"Census Tract 107, Catawba County, North Carolina",123,8.9,15.4,43.9,31.7,70,54.3,38,60.5,123,26,123,77.2
1400000US37035010900,37035010900,"Census Tract 109, Catawba County, North Carolina",187,6.4,54,26.2,13.4,110,69.1,76,27.6,187,25.7,187,23.5
1400000US37035011000,37035011000,"Census Tract 110, Catawba County, North Carolina",161,30.4,36.6,29.8,3.1,107,68.2,73,5.5,152,28.9,152,55.9
1400000US37035011101,37035011101,"Census Tract 111.01, Catawba County, North Carolina",303,6.9,38.6,42.6,11.9,191,89.5,171,8.2,303,3.6,303,13.5
1400000US37035011102,37035011102,"Census Tract 111.02, Catawba County, North Carolina",598,18.4,32.1,20.1,29.4,344,66.9,230,12.2,598,18.1,598,21.7
1400000US37035011200,37035011200,"Census Tract 112, Catawba County, North Carolina",322,15.2,29.5,32.3,23,212,85.4,181,29.3,357,5.3,357,53.8
